Date,Workout Name,Duration,Exercise Name,Set Order,Weight,Reps,Distance,Seconds,Notes,Workout Notes,RPE
2024-12-07 14:49:31,"Upper",1h 27m,"Seated Row (Cable)",1,30.0,10,0,0,"",,
2024-12-07 14:49:31,"Upper",1h 27m,"Seated Row (Cable)",2,65.0,11,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Seated Row (Cable)",3,65.0,10,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Seated Row (Cable)",4,70.0,7,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Incline Bench Press (Dumbbell)",1,25.0,8,0,0,"",,
2024-12-07 14:49:31,"Upper",1h 27m,"Incline Bench Press (Dumbbell)",2,25.0,8,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Incline Bench Press (Dumbbell)",3,25.0,8,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Preacher Curl (Dumbbell)",1,12.5,9,0,0,"",,
2024-12-07 14:49:31,"Upper",1h 27m,"Preacher Curl (Dumbbell)",2,12.5,7,0,0,,,
2024-12-07 14:49:31,"Upper",1h 27m,"Preacher Curl (Dumbbell)",3,12.5,6,0,0,,,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Leg Press",1,60.0,11,0,0,"","",9
2024-12-09 20:16:03,"Lower Body",1h 13m,"Leg Press",2,110.0,11,0,0,,,10
2024-12-09 20:16:03,"Lower Body",1h 13m,"Leg Press",3,110.0,10,0,0,,,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Leg Press",4,110.0,9,0,0,,,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Seated Leg Curl (Machine)",1,43.0,10,0,0,"",,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Seated Leg Curl (Machine)",2,36.0,12,0,0,,,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Seated Leg Curl (Machine)",3,43.0,7,0,0,,,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Seated Leg Curl (Machine)",4,43.0,10,0,0,,,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Romanian Deadlift (Barbell)",1,15.0,10,0,0,"",,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Romanian Deadlift (Barbell)",2,30.0,8,0,0,,,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Romanian Deadlift (Barbell)",3,30.0,9,0,0,,,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Romanian Deadlift (Barbell)",4,30.0,9,0,0,,,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Leg Extension (Machine)",1,36.0,12,0,0,"",,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Leg Extension (Machine)",2,36.0,14,0,0,,,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Leg Extension (Machine)",3,43.0,11,0,0,,,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Leg Extension (Machine)",4,43.0,10,0,0,,,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Standing Calf Raise (Dumbbell)",1,12.5,10,0,0,"",,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Standing Calf Raise (Dumbbell)",2,12.5,10,0,0,,,
2024-12-09 20:16:03,"Lower Body",1h 13m,"Standing Calf Raise (Dumbbell)",3,12.5,8,0,0,,,
